"Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 21276053, SEN S/N: 21276053)","Temp, ¡C (LGR S/N: 21276053, SEN S/N: 21276053)"
11/1/23 5:30,6.68,8.74
11/1/23 5:45,6.68,8.66
11/1/23 6:00,6.72,8.6
11/1/23 6:15,6.74,8.5
11/1/23 6:30,6.81,8.42
11/1/23 6:45,6.85,8.34
11/1/23 7:00,6.77,8.26
11/1/23 7:15,6.87,8.18
11/1/23 7:30,6.9,8.1
11/1/23 7:45,6.93,8.04
11/1/23 8:00,6.99,7.96
11/1/23 8:15,7.01,7.88
11/1/23 8:30,7.1,7.8
11/1/23 8:45,7.08,7.72
11/1/23 9:00,7.05,7.64
11/1/23 9:15,7.08,7.58
11/1/23 9:30,7.13,7.54
11/1/23 9:45,7.12,7.52
11/1/23 10:00,7.13,7.54
11/1/23 10:15,7.18,7.56
11/1/23 10:30,7.28,7.56
11/1/23 10:45,7.36,7.56
11/1/23 11:00,7.41,7.58
11/1/23 11:15,7.37,7.62
11/1/23 11:30,7.33,7.68
11/1/23 11:45,7.28,7.74
11/1/23 12:00,7.64,7.56
11/1/23 12:15,6.91,7.8
11/1/23 12:30,6.73,8
11/1/23 12:45,6.72,8.04
11/1/23 13:00,6.68,8.06
11/1/23 13:15,6.55,8.12
11/1/23 13:30,6.54,8.16
11/1/23 13:45,6.53,8.2
11/1/23 14:00,6.49,8.26
11/1/23 14:15,6.48,8.3
11/1/23 14:30,6.48,8.34
11/1/23 14:45,6.47,8.38
11/1/23 15:00,6.46,8.42
11/1/23 15:15,6.46,8.46
11/1/23 15:30,6.46,8.52
11/1/23 15:45,6.46,8.56
11/1/23 16:00,6.48,8.62
11/1/23 16:15,6.5,8.66
11/1/23 16:30,6.55,8.7
11/1/23 16:45,6.57,8.76
11/1/23 17:00,6.58,8.8
11/1/23 17:15,6.6,8.84
11/1/23 17:30,6.6,8.88
11/1/23 17:45,6.61,8.9
11/1/23 18:00,6.61,8.9
11/1/23 18:15,6.62,8.9
11/1/23 18:30,6.71,8.9
11/1/23 18:45,6.88,8.86
11/1/23 19:00,6.94,8.82
11/1/23 19:15,6.92,8.74
11/1/23 19:30,7.02,8.66
11/1/23 19:45,7.11,8.58
11/1/23 20:00,7.31,8.5
11/1/23 20:15,7.41,8.4
11/1/23 20:30,7.45,8.28
11/1/23 20:45,7.5,8.2
11/1/23 21:00,7.57,8.1
11/1/23 21:15,7.58,8
11/1/23 21:30,7.57,7.9
11/1/23 21:45,7.58,7.8
11/1/23 22:00,7.59,7.72
11/1/23 22:15,7.6,7.62
11/1/23 22:30,7.61,7.54
11/1/23 22:45,7.6,7.46
11/1/23 23:00,7.59,7.36
11/1/23 23:15,7.62,7.28
11/1/23 23:30,7.64,7.2
11/1/23 23:45,7.71,7.08
11/2/23 0:00,7.72,7.02
11/2/23 0:15,7.73,6.92
11/2/23 0:30,7.75,6.84
11/2/23 0:45,7.75,6.76
11/2/23 1:00,7.76,6.68
11/2/23 1:15,7.79,6.58
11/2/23 1:30,7.84,6.52
11/2/23 1:45,7.86,6.46
11/2/23 2:00,7.89,6.36
11/2/23 2:15,7.92,6.3
11/2/23 2:30,7.94,6.22
11/2/23 2:45,8,6.14
11/2/23 3:00,8.04,6.06
11/2/23 3:15,8.06,6
11/2/23 3:30,8.07,5.94
11/2/23 3:45,8.09,5.86
11/2/23 4:00,8.1,5.78
11/2/23 4:15,8.11,5.72
11/2/23 4:30,8.11,5.66
11/2/23 4:45,8.14,5.58
11/2/23 5:00,8.15,5.52
11/2/23 5:15,8.17,5.46
11/2/23 5:30,8.18,5.38
11/2/23 5:45,8.19,5.32
11/2/23 6:00,8.22,5.24
11/2/23 6:15,8.28,5.16
11/2/23 6:30,8.32,5.12
11/2/23 6:45,8.38,5.06
11/2/23 7:00,8.42,5.04
11/2/23 7:15,8.43,5
11/2/23 7:30,8.44,4.96
11/2/23 7:45,8.45,4.9
11/2/23 8:00,8.47,4.86
11/2/23 8:15,8.46,4.86
11/2/23 8:30,8.44,4.84
11/2/23 8:45,8.45,4.82
11/2/23 9:00,8.46,4.82
11/2/23 9:15,8.48,4.8
11/2/23 9:30,8.47,4.86
11/2/23 9:45,8.47,4.9
11/2/23 10:00,8.48,4.94
11/2/23 10:15,8.48,4.98
11/2/23 10:30,8.5,5.02
11/2/23 10:45,8.5,5.08
11/2/23 11:00,8.52,5.16
11/2/23 11:15,8.54,5.22
11/2/23 11:30,8.57,5.28
11/2/23 11:45,8.58,5.34
11/2/23 12:00,8.6,5.4
11/2/23 12:15,8.6,5.46
11/2/23 12:30,8.61,5.54
11/2/23 12:45,8.6,5.62
11/2/23 13:00,8.6,5.68
11/2/23 13:15,8.6,5.78
11/2/23 13:30,8.59,5.84
11/2/23 13:45,8.58,5.9
11/2/23 14:00,8.57,5.98
11/2/23 14:15,8.55,6.04
11/2/23 14:30,8.52,6.1
11/2/23 14:45,8.49,6.16
11/2/23 15:00,8.46,6.24
11/2/23 15:15,8.43,6.3
11/2/23 15:30,8.38,6.38
11/2/23 15:45,8.35,6.44
11/2/23 16:00,8.31,6.5
11/2/23 16:15,8.28,6.58
11/2/23 16:30,8.24,6.64
11/2/23 16:45,8.19,6.7
11/2/23 17:00,8.15,6.76
11/2/23 17:15,8.1,6.82
11/2/23 17:30,8.06,6.88
11/2/23 17:45,8.03,6.94
11/2/23 18:00,7.99,7
11/2/23 18:15,7.95,7.06
11/2/23 18:30,7.91,7.14
11/2/23 18:45,7.88,7.2
11/2/23 19:00,7.82,7.26
11/2/23 19:15,7.78,7.34
11/2/23 19:30,7.74,7.4
11/2/23 19:45,7.71,7.44
11/2/23 20:00,7.66,7.5
11/2/23 20:15,7.62,7.56
11/2/23 20:30,7.59,7.58
11/2/23 20:45,7.57,7.58
11/2/23 21:00,7.51,7.6
11/2/23 21:15,7.44,7.56
11/2/23 21:30,7.29,7.48
11/2/23 21:45,7.46,7.4
11/2/23 22:00,8.24,7.32
11/2/23 22:15,8.48,7.24
11/2/23 22:30,8.54,7.16
11/2/23 22:45,8.59,7.08
11/2/23 23:00,8.59,7
11/2/23 23:15,8.57,6.9
11/2/23 23:30,8.59,6.82
11/2/23 23:45,8.64,6.74
11/3/23 0:00,8.67,6.64
11/3/23 0:15,8.66,6.58
11/3/23 0:30,8.65,6.48
11/3/23 0:45,8.63,6.42
11/3/23 1:00,8.64,6.34
11/3/23 1:15,8.66,6.3
11/3/23 1:30,8.65,6.24
11/3/23 1:45,8.65,6.16
11/3/23 2:00,8.64,6.12
11/3/23 2:15,8.66,6.06
11/3/23 2:30,8.69,6
11/3/23 2:45,8.67,5.94
11/3/23 3:00,8.69,5.88
11/3/23 3:15,8.71,5.84
11/3/23 3:30,8.73,5.78
11/3/23 3:45,8.76,5.74
11/3/23 4:00,8.79,5.7
11/3/23 4:15,8.81,5.64
11/3/23 4:30,8.84,5.6
11/3/23 4:45,8.82,5.56
11/3/23 5:00,8.81,5.52
11/3/23 5:15,8.81,5.46
11/3/23 5:30,8.82,5.42
11/3/23 5:45,8.88,5.38
11/3/23 6:00,8.89,5.32
11/3/23 6:15,8.93,5.3
11/3/23 6:30,9.02,5.26
11/3/23 6:45,9.07,5.2
11/3/23 7:00,9.09,5.16
11/3/23 7:15,9.11,5.12
11/3/23 7:30,9.07,5.12
11/3/23 7:45,9.05,5.06
11/3/23 8:00,9.05,5.02
11/3/23 8:15,9.06,5
11/3/23 8:30,9.08,5
11/3/23 8:45,9.07,4.96
11/3/23 9:00,9.07,4.96
11/3/23 9:15,9.07,4.98
11/3/23 9:30,9.09,5
11/3/23 9:45,9.12,5.04
11/3/23 10:00,9.13,5.08
11/3/23 10:15,9.15,5.12
11/3/23 10:30,9.16,5.18
11/3/23 10:45,9.18,5.22
11/3/23 11:00,9.19,5.28
11/3/23 11:15,9.21,5.34
11/3/23 11:30,9.23,5.4
11/3/23 11:45,9.23,5.46
11/3/23 12:00,9.23,5.52
11/3/23 12:15,9.22,5.56
11/3/23 12:30,9.2,5.64
11/3/23 12:45,9.18,5.7
11/3/23 13:00,9.15,5.78
11/3/23 13:15,9.11,5.86
11/3/23 13:30,9.1,5.92
11/3/23 13:45,9.07,5.98
11/3/23 14:00,9.04,6.04
11/3/23 14:15,9.01,6.1
11/3/23 14:30,8.97,6.16
11/3/23 14:45,8.94,6.24
11/3/23 15:00,8.9,6.3
11/3/23 15:15,8.87,6.36
11/3/23 15:30,8.82,6.44
11/3/23 15:45,8.78,6.48
11/3/23 16:00,8.76,6.56
11/3/23 16:15,8.72,6.62
11/3/23 16:30,8.68,6.7
11/3/23 16:45,8.65,6.76
11/3/23 17:00,8.61,6.82
11/3/23 17:15,8.58,6.88
11/3/23 17:30,8.53,6.94
11/3/23 17:45,8.49,7
11/3/23 18:00,8.45,7.06
11/3/23 18:15,8.4,7.1
11/3/23 18:30,8.36,7.16
11/3/23 18:45,8.31,7.22
11/3/23 19:00,8.27,7.28
11/3/23 19:15,8.21,7.34
11/3/23 19:30,8.17,7.38
11/3/23 19:45,8.11,7.46
11/3/23 20:00,8.08,7.5
11/3/23 20:15,8.03,7.58
11/3/23 20:30,8,7.62
11/3/23 20:45,7.94,7.7
11/3/23 21:00,7.91,7.74
11/3/23 21:15,7.88,7.76
11/3/23 21:30,7.82,7.8
11/3/23 21:45,7.78,7.84
11/3/23 22:00,7.73,7.88
11/3/23 22:15,7.69,7.9
11/3/23 22:30,7.64,7.9
11/3/23 22:45,7.6,7.88
11/3/23 23:00,7.55,7.86
11/3/23 23:15,7.5,7.84
11/3/23 23:30,7.42,7.82
11/3/23 23:45,7.3,7.78
11/4/23 0:00,7.23,7.72
11/4/23 0:15,7.93,7.66
11/4/23 0:30,8.27,7.6
11/4/23 0:45,8.38,7.56
11/4/23 1:00,8.47,7.5
11/4/23 1:15,8.53,7.46
11/4/23 1:30,8.53,7.42
11/4/23 1:45,8.52,7.38
11/4/23 2:00,8.51,7.32
11/4/23 2:15,8.53,7.28
11/4/23 2:30,8.55,7.22
11/4/23 2:45,8.57,7.18
11/4/23 3:00,8.58,7.14
11/4/23 3:15,8.59,7.1
11/4/23 3:30,8.59,7.06
11/4/23 3:45,8.6,7.02
11/4/23 4:00,8.61,7
11/4/23 4:15,8.61,6.96
11/4/23 4:30,8.61,6.92
11/4/23 4:45,8.63,6.9
11/4/23 5:00,8.68,6.86
11/4/23 5:15,8.73,6.82
11/4/23 5:30,8.74,6.76
11/4/23 5:45,8.73,6.74
11/4/23 6:00,8.69,6.7
11/4/23 6:15,8.69,6.66
11/4/23 6:30,8.74,6.62
11/4/23 6:45,8.75,6.58
11/4/23 7:00,8.78,6.54
11/4/23 7:15,8.8,6.52
11/4/23 7:30,8.83,6.48
11/4/23 7:45,8.86,6.44
11/4/23 8:00,8.86,6.44
11/4/23 8:15,8.87,6.42
11/4/23 8:30,8.87,6.38
11/4/23 8:45,8.87,6.38
11/4/23 9:00,8.88,6.38
11/4/23 9:15,8.92,6.38
11/4/23 9:30,8.96,6.42
11/4/23 9:45,9.01,6.44
11/4/23 10:00,9.04,6.48
11/4/23 10:15,9.05,6.52
11/4/23 10:30,9.07,6.56
11/4/23 10:45,9.09,6.6
11/4/23 11:00,9.09,6.64
11/4/23 11:15,9.09,6.7
11/4/23 11:30,9.08,6.76
11/4/23 11:45,9.07,6.8
11/4/23 12:00,9.05,6.86
11/4/23 12:15,9.02,6.96
11/4/23 12:30,8.97,7.02
11/4/23 12:45,8.94,7.08
11/4/23 13:00,8.91,7.12
11/4/23 13:15,8.88,7.18
11/4/23 13:30,8.82,7.22
11/4/23 13:45,8.78,7.3
11/4/23 14:00,8.74,7.36
11/4/23 14:15,8.69,7.4
11/4/23 14:30,8.66,7.46
11/4/23 14:45,8.62,7.52
11/4/23 15:00,8.59,7.58
11/4/23 15:15,8.54,7.66
11/4/23 15:30,8.5,7.74
11/4/23 15:45,8.47,7.8
11/4/23 16:00,8.42,7.86
11/4/23 16:15,8.37,7.92
11/4/23 16:30,8.32,7.98
11/4/23 16:45,8.28,8.02
11/4/23 17:00,8.23,8.06
11/4/23 17:15,8.18,8.1
11/4/23 17:30,8.14,8.16
11/4/23 17:45,8.09,8.18
11/4/23 18:00,8.05,8.24
11/4/23 18:15,8.01,8.28
11/4/23 18:30,7.96,8.32
11/4/23 18:45,7.92,8.36
11/4/23 19:00,7.86,8.48
11/4/23 19:15,7.81,8.54
11/4/23 19:30,7.77,8.6
11/4/23 19:45,7.72,8.64
11/4/23 20:00,7.67,8.66
11/4/23 20:15,7.62,8.7
11/4/23 20:30,7.56,8.76
11/4/23 20:45,7.49,8.86
11/4/23 21:00,7.41,9.02
11/4/23 21:15,7.35,9.06
11/4/23 21:30,7.31,9.06
11/4/23 21:45,7.27,9.06
11/4/23 22:00,7.21,9.1
11/4/23 22:15,7.16,9.14
11/4/23 22:30,7.11,9.16
11/4/23 22:45,7.06,9.16
11/4/23 23:00,7.02,9.16
11/4/23 23:15,6.99,9.14
11/4/23 23:30,6.96,9.1
11/4/23 23:45,6.91,9.04
11/5/23 0:00,6.87,9
11/5/23 0:15,6.82,8.94
11/5/23 0:30,6.72,8.88
11/5/23 0:45,6.58,8.82
11/5/23 1:00,6.34,8.76
11/5/23 1:15,7.6,8.7
11/5/23 1:30,7.78,8.66
11/5/23 1:45,8.32,8.6
11/5/23 2:00,8.25,8.54
11/5/23 2:15,8.01,8.48
11/5/23 2:30,8.01,8.42
11/5/23 2:45,8.07,8.36
11/5/23 3:00,8.17,8.32
11/5/23 3:15,8.18,8.28
11/5/23 3:30,8.18,8.24
11/5/23 3:45,8.18,8.18
11/5/23 4:00,8.2,8.14
11/5/23 4:15,8.22,8.1
11/5/23 4:30,8.23,8.06
11/5/23 4:45,8.28,8
11/5/23 5:00,8.3,7.98
11/5/23 5:15,8.28,7.94
11/5/23 5:30,8.3,7.9
11/5/23 5:45,8.31,7.88
11/5/23 6:00,8.33,7.88
11/5/23 6:15,8.34,7.86
11/5/23 6:30,8.37,7.82
11/5/23 6:45,8.39,7.78
11/5/23 7:00,8.38,7.74
11/5/23 7:15,8.38,7.72
11/5/23 7:30,8.39,7.7
11/5/23 7:45,8.43,7.68
11/5/23 8:00,8.44,7.66
11/5/23 8:15,8.45,7.64
11/5/23 8:30,8.44,7.62
11/5/23 8:45,8.44,7.62
11/5/23 9:00,8.45,7.62
11/5/23 9:15,8.44,7.62
11/5/23 9:30,8.43,7.64
11/5/23 9:45,8.44,7.68
11/5/23 10:00,8.46,7.72
11/5/23 10:15,8.48,7.74
11/5/23 10:30,8.51,7.78
11/5/23 10:45,8.5,7.8
11/5/23 11:00,8.49,7.86
11/5/23 11:15,8.47,7.92
11/5/23 11:30,8.44,7.98
11/5/23 11:45,8.42,8.04
11/5/23 12:00,8.39,8.08
11/5/23 12:15,8.34,8.18
11/5/23 12:30,8.3,8.26
11/5/23 12:45,8.25,8.32
11/5/23 13:00,8.22,8.36
11/5/23 13:15,8.18,8.42
11/5/23 13:30,8.14,8.48
11/5/23 13:45,8.11,8.52
11/5/23 14:00,8.08,8.58
11/5/23 14:15,8.05,8.64
11/5/23 14:30,8.03,8.68
11/5/23 14:45,8,8.74
11/5/23 15:00,7.96,8.76
11/5/23 15:15,7.93,8.82
11/5/23 15:30,7.89,8.88
11/5/23 15:45,7.86,8.92
11/5/23 16:00,7.81,8.98
11/5/23 16:15,7.78,9.04
11/5/23 16:30,7.74,9.08
11/5/23 16:45,7.7,9.14
11/5/23 17:00,7.65,9.2
11/5/23 17:15,7.62,9.24
11/5/23 17:30,7.58,9.28
11/5/23 17:45,7.54,9.32
11/5/23 18:00,7.49,9.34
11/5/23 18:15,7.45,9.36
11/5/23 18:30,7.4,9.4
11/5/23 18:45,7.35,9.44
11/5/23 19:00,7.29,9.48
11/5/23 19:15,7.25,9.5
11/5/23 19:30,7.18,9.52
11/5/23 19:45,7.12,9.58
11/5/23 20:00,7.05,9.62
11/5/23 20:15,6.99,9.68
11/5/23 20:30,6.92,9.74
11/5/23 20:45,6.86,9.82
11/5/23 21:00,6.81,9.86
11/5/23 21:15,6.76,9.88
11/5/23 21:30,6.71,9.9
11/5/23 21:45,6.67,9.92
11/5/23 22:00,6.6,9.96
11/5/23 22:15,6.55,9.98
11/5/23 22:30,6.48,10.02
11/5/23 22:45,6.41,10.06
11/5/23 23:00,6.35,10.08
11/5/23 23:15,6.29,10.1
11/5/23 23:30,6.21,10.1
11/5/23 23:45,6.15,10.12
11/6/23 0:00,6.09,10.12
11/6/23 0:15,6.03,10.12
11/6/23 0:30,5.98,10.1
11/6/23 0:45,5.93,10.06
11/6/23 1:00,5.87,10.02
11/6/23 1:15,5.82,9.98
11/6/23 1:30,5.74,9.94
11/6/23 1:45,5.62,9.9
11/6/23 2:00,5.42,9.86
11/6/23 2:15,4.98,9.8
11/6/23 2:30,4.34,9.74
11/6/23 2:45,3.6,9.7
11/6/23 3:00,2.82,9.64
11/6/23 3:15,2.15,9.6
11/6/23 3:30,1.58,9.56
11/6/23 3:45,1.08,9.5
11/6/23 4:00,0.89,9.44
11/6/23 4:15,1.51,9.4
11/6/23 4:30,3.51,9.36
11/6/23 4:45,6.08,9.28
11/6/23 5:00,7.16,9.24
11/6/23 5:15,7.37,9.2
11/6/23 5:30,7.47,9.16
11/6/23 5:45,7.62,9.12
11/6/23 6:00,7.78,9.08
11/6/23 6:15,7.82,9.02
11/6/23 6:30,7.84,8.98
11/6/23 6:45,7.84,8.94
11/6/23 7:00,7.88,8.88
11/6/23 7:15,7.87,8.86
11/6/23 7:30,7.86,8.82
11/6/23 7:45,7.85,8.76
11/6/23 8:00,7.84,8.74
11/6/23 8:15,7.88,8.7
11/6/23 8:30,7.91,8.7
11/6/23 8:45,7.93,8.68
11/6/23 9:00,7.95,8.68
11/6/23 9:15,7.95,8.68
11/6/23 9:30,7.93,8.68
11/6/23 9:45,7.92,8.72
11/6/23 10:00,7.93,8.76
11/6/23 10:15,7.94,8.78
11/6/23 10:30,7.96,8.8
11/6/23 10:45,7.93,8.84
11/6/23 11:00,7.92,8.88
11/6/23 11:15,7.91,8.94
11/6/23 11:30,7.88,8.98
11/6/23 11:45,7.86,9.02
11/6/23 12:00,7.85,9.06
11/6/23 12:15,7.78,9.16
11/6/23 12:30,7.74,9.22
11/6/23 12:45,7.71,9.26
11/6/23 13:00,7.66,9.28
11/6/23 13:15,7.64,9.34
11/6/23 13:30,7.63,9.38
11/6/23 13:45,7.59,9.44
11/6/23 14:00,7.56,9.48
11/6/23 14:15,7.52,9.54
11/6/23 14:30,7.47,9.58
11/6/23 14:45,7.45,9.62
11/6/23 15:00,7.42,9.66
11/6/23 15:15,7.38,9.7
11/6/23 15:30,7.35,9.74
11/6/23 15:45,7.32,9.78
11/6/23 16:00,7.29,9.82
11/6/23 16:15,7.25,9.86
11/6/23 16:30,7.21,9.88
11/6/23 16:45,7.18,9.92
11/6/23 17:00,7.14,9.94
11/6/23 17:15,7.11,9.96
11/6/23 17:30,7.05,10
11/6/23 17:45,7.02,10.02
11/6/23 18:00,6.98,10.04
11/6/23 18:15,6.93,10.1
11/6/23 18:30,6.89,10.14
11/6/23 18:45,6.84,10.2
11/6/23 19:00,6.79,10.2
11/6/23 19:15,6.75,10.24
11/6/23 19:30,6.71,10.28
11/6/23 19:45,6.66,10.3
11/6/23 20:00,6.6,10.34
11/6/23 20:15,6.55,10.38
11/6/23 20:30,6.49,10.4
11/6/23 20:45,6.44,10.46
11/6/23 21:00,6.39,10.48
11/6/23 21:15,6.32,10.5
11/6/23 21:30,6.27,10.54
11/6/23 21:45,6.19,10.56
11/6/23 22:00,6.11,10.58
11/6/23 22:15,6,10.6
11/6/23 22:30,5.89,10.64
11/6/23 22:45,5.75,10.66
11/6/23 23:00,5.64,10.72
11/6/23 23:15,5.54,10.74
11/6/23 23:30,5.45,10.74
11/6/23 23:45,5.37,10.74
11/7/23 0:00,5.28,10.76
11/7/23 0:15,5.24,10.74
11/7/23 0:30,5.2,10.7
11/7/23 0:45,5.17,10.66
11/7/23 1:00,5.13,10.6
11/7/23 1:15,5.09,10.56
11/7/23 1:30,5,10.52
11/7/23 1:45,4.87,10.46
11/7/23 2:00,4.62,10.4
11/7/23 2:15,4.22,10.34
11/7/23 2:30,3.83,10.28
11/7/23 2:45,3.41,10.24
11/7/23 3:00,2.98,10.2
11/7/23 3:15,2.68,10.14
11/7/23 3:30,2.55,10.08
11/7/23 3:45,2.88,10.04
11/7/23 4:00,3.31,10
11/7/23 4:15,4.71,9.94
11/7/23 4:30,5.95,9.9
11/7/23 4:45,6.83,9.86
11/7/23 5:00,7.01,9.84
11/7/23 5:15,7.18,9.78
11/7/23 5:30,7.37,9.76
11/7/23 5:45,7.31,9.72
11/7/23 6:00,7.46,9.68
11/7/23 6:15,7.56,9.64
11/7/23 6:30,7.58,9.62
11/7/23 6:45,7.55,9.58
11/7/23 7:00,7.49,9.54
11/7/23 7:15,7.48,9.5
11/7/23 7:30,7.5,9.46
11/7/23 7:45,7.48,9.44
11/7/23 8:00,7.49,9.42
11/7/23 8:15,7.5,9.4
11/7/23 8:30,7.52,9.38
11/7/23 8:45,7.56,9.38
11/7/23 9:00,7.58,9.38
11/7/23 9:15,7.59,9.38
11/7/23 9:30,7.58,9.4
11/7/23 9:45,7.57,9.44
11/7/23 10:00,7.58,9.46
11/7/23 10:15,7.58,9.48
11/7/23 10:30,7.58,9.5
11/7/23 10:45,7.59,9.54
11/7/23 11:00,7.58,9.58
11/7/23 11:15,7.57,9.62
11/7/23 11:30,7.55,9.68
11/7/23 11:45,7.51,9.7
11/7/23 12:00,7.47,9.74
11/7/23 12:15,7.43,9.8
11/7/23 12:30,7.37,9.86
11/7/23 12:45,7.32,9.9
11/7/23 13:00,7.27,9.92
11/7/23 13:15,7.21,9.94
11/7/23 13:30,7.17,10
11/7/23 13:45,7.14,10.02
11/7/23 14:00,7.11,10.04
11/7/23 14:15,7.07,10.08
11/7/23 14:30,7.04,10.12
11/7/23 14:45,7,10.16
11/7/23 15:00,6.97,10.2
11/7/23 15:15,6.91,10.24
11/7/23 15:30,6.88,10.28
11/7/23 15:45,6.83,10.32
11/7/23 16:00,6.79,10.36
11/7/23 16:15,6.75,10.4
11/7/23 16:30,6.72,10.44
11/7/23 16:45,6.67,10.46
11/7/23 17:00,6.63,10.5
11/7/23 17:15,6.58,10.52
11/7/23 17:30,6.54,10.54
11/7/23 17:45,6.47,10.56
11/7/23 18:00,6.42,10.62
11/7/23 18:15,6.38,10.64
11/7/23 18:30,6.32,10.7
11/7/23 18:45,6.27,10.76
11/7/23 19:00,6.23,10.78
11/7/23 19:15,6.18,10.82
11/7/23 19:30,6.13,10.86
11/7/23 19:45,6.08,10.88
11/7/23 20:00,6.01,10.92
11/7/23 20:15,5.9,10.94
11/7/23 20:30,5.79,11
11/7/23 20:45,5.65,11.04
11/7/23 21:00,5.51,11.08
11/7/23 21:15,5.36,11.1
11/7/23 21:30,5.21,11.14
11/7/23 21:45,5.03,11.16
11/7/23 22:00,4.86,11.18
11/7/23 22:15,4.68,11.2
11/7/23 22:30,4.49,11.24
11/7/23 22:45,4.34,11.28
11/7/23 23:00,4.2,11.3
11/7/23 23:15,4.06,11.3
11/7/23 23:30,3.91,11.32
11/7/23 23:45,3.78,11.36
11/8/23 0:00,3.64,11.36
11/8/23 0:15,3.51,11.4
11/8/23 0:30,3.45,11.44
11/8/23 0:45,3.41,11.44
11/8/23 1:00,3.44,11.44
11/8/23 1:15,3.49,11.44
11/8/23 1:30,3.57,11.42
11/8/23 1:45,3.68,11.4
11/8/23 2:00,3.75,11.36
11/8/23 2:15,3.76,11.32
11/8/23 2:30,3.72,11.28
11/8/23 2:45,3.64,11.22
11/8/23 3:00,3.46,11.18
11/8/23 3:15,3.18,11.14
11/8/23 3:30,2.8,11.1
11/8/23 3:45,2.35,11.06
11/8/23 4:00,1.87,11.02
11/8/23 4:15,1.41,10.98
11/8/23 4:30,0.97,10.92
11/8/23 4:45,0.61,10.88
11/8/23 5:00,0.33,10.84
11/8/23 5:15,0.13,10.8
11/8/23 5:30,0,10.76
11/8/23 5:45,-0.04,10.74
11/8/23 6:00,-0.04,10.7
11/8/23 6:15,-0.04,10.66
11/8/23 6:30,-0.04,10.62
11/8/23 6:45,-0.04,10.58
11/8/23 7:00,-0.04,10.54
11/8/23 7:15,-0.04,10.5
11/8/23 7:30,-0.04,10.46
11/8/23 7:45,-0.04,10.44
11/8/23 8:00,-0.02,10.4
11/8/23 8:15,-0.01,10.38
11/8/23 8:30,0.02,10.36
11/8/23 8:45,0.13,10.36
11/8/23 9:00,0.34,10.34
11/8/23 9:15,0.62,10.36
11/8/23 9:30,0.81,10.36
11/8/23 9:45,1.4,10.4
11/8/23 10:00,2.37,10.42
11/8/23 10:15,3.05,10.42
11/8/23 10:30,3.56,10.44
11/8/23 10:45,4.16,10.48
11/8/23 11:00,4.35,10.52
11/8/23 11:15,4.44,10.52
11/8/23 11:30,4.49,10.58
11/8/23 11:45,4.49,10.6
11/8/23 12:00,4.47,10.62
11/8/23 12:15,4.5,10.72
11/8/23 12:30,4.96,10.74
11/8/23 12:45,5.55,10.78
11/8/23 13:00,5.59,10.78
11/8/23 13:15,5.53,10.82
11/8/23 13:30,5.47,10.84
11/8/23 13:45,5.4,10.88
11/8/23 14:00,5.35,10.9
11/8/23 14:15,5.29,10.94
11/8/23 14:30,5.22,10.96
11/8/23 14:45,5.12,11
11/8/23 15:00,5.05,11.02
11/8/23 15:15,5.01,11.06
11/8/23 15:30,4.98,11.1
11/8/23 15:45,4.95,11.12
11/8/23 16:00,4.92,11.16
11/8/23 16:15,4.88,11.2
11/8/23 16:30,4.85,11.22
11/8/23 16:45,4.79,11.24
11/8/23 17:00,4.71,11.28
11/8/23 17:15,4.64,11.32
11/8/23 17:30,4.56,11.34
11/8/23 17:45,4.49,11.38
11/8/23 18:00,4.39,11.44
11/8/23 18:15,4.29,11.48
11/8/23 18:30,4.19,11.52
11/8/23 18:45,4.06,11.56
11/8/23 19:00,3.91,11.58
11/8/23 19:15,3.75,11.62
11/8/23 19:30,3.54,11.64
11/8/23 19:45,3.34,11.7
11/8/23 20:00,3.18,11.76
11/8/23 20:15,3.05,11.78
11/8/23 20:30,2.92,11.84
11/8/23 20:45,2.81,11.88
11/8/23 21:00,2.73,11.92
11/8/23 21:15,2.66,11.96
11/8/23 21:30,2.58,11.98
11/8/23 21:45,2.5,12
11/8/23 22:00,2.42,12.04
11/8/23 22:15,2.35,12.06
11/8/23 22:30,2.28,12.08
11/8/23 22:45,2.21,12.1
11/8/23 23:00,2.15,12.12
11/8/23 23:15,2.07,12.14
11/8/23 23:30,2.03,12.2
11/8/23 23:45,2.01,12.22
11/9/23 0:00,1.99,12.22
11/9/23 0:15,1.96,12.24
11/9/23 0:30,1.93,12.26
11/9/23 0:45,1.89,12.26
11/9/23 1:00,1.84,12.28
11/9/23 1:15,1.78,12.32
11/9/23 1:30,1.74,12.34
11/9/23 1:45,1.67,12.34
11/9/23 2:00,1.61,12.36
11/9/23 2:15,1.55,12.38
11/9/23 2:30,1.47,12.38
11/9/23 2:45,1.42,12.38
11/9/23 3:00,1.36,12.4
11/9/23 3:15,1.31,12.42
11/9/23 3:30,1.27,12.42
11/9/23 3:45,1.23,12.44
11/9/23 4:00,1.2,12.46
11/9/23 4:15,1.17,12.46
11/9/23 4:30,1.14,12.48
11/9/23 4:45,1.11,12.48
11/9/23 5:00,1.06,12.48
11/9/23 5:15,1.06,12.5
11/9/23 5:30,1.07,12.52
11/9/23 5:45,1.06,12.52
11/9/23 6:00,1.05,12.54
11/9/23 6:15,1.03,12.54
11/9/23 6:30,1.01,12.54
11/9/23 6:45,1,12.56
11/9/23 7:00,1,12.58
